locality,zone,infrastructure,area_sqft,distance_highway_km,distance_city_center_km,distance_water_km,distance_metro_km,ownership_changes,years_held,legal_disputes,flood_zone,near_metro,near_tech_park,price_sqft,total_price,asking_price
Sarjapur Road,residential,good,1406.5,9.0,18.35,2.32,3.99,0,15,0,0,0,1,6624.87,9318029.69,8914361.09
Jayanagar,residential,excellent,1853.2,10.25,7.56,3.36,4.8,1,18,0,0,0,0,10507.51,19472788.8,25974748.48
Banashankari,residential,excellent,4614.6,8.73,9.8,2.59,1.34,2,23,0,0,1,0,9743.42,44962124.01,56546144.15
HBR Layout,residential,good,19104.2,8.04,8.55,4.09,2.55,0,2,0,0,0,0,6872.09,131285604.96,156694747.3
KR Puram,residential,good,1280.5,1.49,13.22,2.95,2.32,1,6,0,1,0,0,4828.01,6182103.78,7881109.7
HBR Layout,residential,good,1254.4,10.72,10.97,7.41,0.8,1,21,0,0,1,0,5950.95,7464784.66,9135444.95
Hoskote,agricultural,poor,12756.2,3.61,32.16,2.93,0.81,1,10,0,0,1,0,1220.17,15564817.71,13123946.91
Sadashivanagar,residential,excellent,3548.9,7.68,3.28,1.15,2.88,0,20,0,0,0,0,18271.81,64844948.38,56032446.11
Devanahalli,agricultural,average,4291.8,1.13,31.99,1.04,1.98,0,9,0,0,0,0,1843.27,7910962.74,9438168.89
Hebbal,residential,excellent,2272.7,5.56,11.92,2.66,2.68,4,20,0,0,0,1,8315.69,18899377.56,21346251.1
BTM Layout,residential,excellent,2673.8,10.94,9.83,7.48,2.0,5,12,0,0,0,0,7125.32,19051490.68,17927959.0
Bellandur,residential,good,900.8,8.26,15.68,6.24,1.54,1,13,1,0,0,0,5658.84,5097413.14,6817479.22
Bellandur,residential,good,716.6,6.02,14.4,5.92,4.21,0,24,0,0,0,0,7222.46,5175823.45,5334186.01
Doddanekundi,commercial,good,1216.6,5.16,15.73,3.3,0.73,1,12,0,0,1,1,7822.07,9516117.81,8636806.11
ITPL,commercial,excellent,1835.2,3.23,17.47,7.65,4.22,1,16,0,0,0,1,9281.09,17032196.21,17958368.14
BTM Layout,residential,excellent,6407.3,8.07,7.97,3.16,1.62,2,22,0,0,0,0,9239.48,59200293.35,57546499.5
MG Road,commercial,excellent,4493.3,4.38,2.11,0.38,2.58,3,19,0,0,0,1,24444.3,109835294.05,130167222.1
ITPL,commercial,excellent,11034.8,5.14,20.43,3.53,3.09,0,2,0,0,0,1,9554.08,105427496.7,92254349.0
Kalyan Nagar,residential,good,2938.0,5.89,11.76,1.0,0.97,0,19,0,0,1,0,7920.05,23268980.97,22577813.62
Jakkur,residential,good,813.7,4.47,11.66,6.45,4.44,1,15,0,0,0,0,6180.56,5029208.71,4030580.47
ITPL,commercial,excellent,1572.6,6.66,17.5,7.04,2.92,1,1,0,0,0,1,9178.57,14433868.02,11177894.97
Whitefield,commercial,excellent,3061.2,4.94,17.27,4.0,4.33,0,4,0,0,0,1,9826.48,30080659.82,26626321.23
Brigade Road,commercial,excellent,2560.5,3.96,1.98,4.4,1.63,1,5,0,0,0,1,26952.66,69012454.81,73741506.74
RR Nagar,residential,good,3821.1,6.57,11.06,7.76,1.16,0,19,0,0,1,0,6820.39,26061414.65,26264914.04
Bannerghatta Road,residential,good,3257.8,7.81,11.47,0.31,4.89,2,21,0,0,0,0,4866.12,15852797.56,17808582.31
Rajajinagar,residential,excellent,3759.8,4.68,6.68,0.24,0.92,0,11,0,0,1,0,11052.98,41556619.34,48588075.26
Jakkur,residential,good,18169.2,3.22,15.16,2.05,3.02,1,23,0,0,0,0,5726.54,104046432.04,111236183.29
Basavanagudi,residential,excellent,1782.8,10.49,5.71,2.6,0.81,0,14,0,0,1,0,13311.01,23730836.11,23315779.72
Rajajinagar,residential,excellent,849.4,4.19,11.66,6.85,3.2,2,20,0,0,0,0,8036.27,6826169.96,5420281.73
Whitefield,commercial,excellent,2329.1,6.52,17.14,4.5,3.63,0,11,0,0,0,1,8520.69,19845481.6,17606749.7
Varthur,residential,average,3385.4,9.62,21.52,1.68,3.1,6,12,0,0,0,0,2818.89,9542997.95,9756642.27
Tumkur Road,industrial,average,2530.4,1.15,14.67,7.32,4.17,1,10,0,0,0,1,2867.99,7257054.36,6764819.64
Hoskote,agricultural,poor,8315.5,2.88,30.42,5.78,3.86,1,1,0,1,0,0,1148.09,9546883.77,7904325.69
Thanisandra,residential,good,16748.0,2.74,10.24,1.56,4.39,0,14,0,0,0,0,6409.59,107348125.67,83174879.3
Varthur,residential,average,2519.0,8.45,17.37,0.49,3.91,0,8,0,0,0,0,4088.46,10298721.55,12056226.11
Devanahalli,agricultural,average,13494.9,2.67,36.45,5.1,3.19,0,22,0,0,0,0,1684.72,22735123.45,28248248.39
Doddaballapur,agricultural,poor,753.0,2.41,39.4,6.16,2.83,0,11,0,0,0,0,850.98,640799.67,592500.17
Basavanagudi,residential,excellent,1370.9,9.25,7.41,3.68,4.53,1,9,0,0,0,0,11348.21,15557210.92,20083586.24
Jakkur,residential,good,2123.5,2.93,15.45,2.9,1.72,0,12,0,0,0,0,6270.89,13316279.18,11424005.06
Kadugodi,residential,average,1482.6,7.78,22.0,1.23,0.94,2,23,0,0,1,0,3439.87,5099998.1,5263193.07
Lavelle Road,residential,excellent,4030.3,6.67,3.55,2.35,3.82,1,22,0,0,0,0,22517.49,90752636.61,87345059.08
Yeshwanthpur,commercial,good,2379.6,3.43,9.33,4.56,2.65,0,1,0,0,0,1,8173.13,19448614.07,14786218.01
Peenya,industrial,average,3903.2,2.12,12.08,2.8,2.38,1,1,0,0,0,1,3991.7,15580586.47,16935490.06
Brigade Road,commercial,excellent,2788.0,3.7,3.37,5.6,3.04,0,2,0,0,0,1,26518.8,73934204.13,59359086.85
Jakkur,residential,good,3259.5,5.9,15.07,6.63,1.92,2,18,0,1,0,0,4782.05,15586998.05,11947097.84
Basavanagudi,residential,excellent,4278.1,9.47,6.71,3.1,2.69,5,11,0,0,0,0,8309.12,35547098.59,30159467.19
Lavelle Road,residential,excellent,2471.3,7.24,2.66,5.06,3.57,3,15,0,0,0,0,21329.32,52710789.13,71053491.01
Devanahalli,agricultural,average,4256.9,3.16,34.9,0.98,0.43,1,2,0,0,1,0,1794.86,7640494.61,7342299.69
Attibele,industrial,poor,2564.4,4.98,30.43,2.73,2.87,1,16,1,0,0,1,1326.1,3400598.46,3650346.71
Rajajinagar,residential,excellent,1323.2,4.4,6.5,3.5,1.52,5,12,0,0,0,0,8386.12,11096835.62,11864543.67
Frazer Town,residential,excellent,1328.6,7.34,4.14,1.26,0.32,4,10,0,1,1,0,10969.08,14573518.16,14603839.31
BTM Layout,residential,excellent,1786.5,8.33,8.93,2.67,1.32,2,19,0,0,1,0,10606.59,18948269.69,19753890.76
Devanahalli,agricultural,average,14546.4,1.57,37.0,0.8,1.17,2,19,0,0,1,0,1556.59,22642757.99,19498372.93
Jakkur,residential,good,3312.3,1.3,16.45,5.83,3.83,5,23,0,0,0,0,5155.97,17078306.29,13456988.85
Banashankari,residential,excellent,15047.4,8.44,8.58,3.16,2.06,1,16,0,0,0,0,8155.8,122723922.43,92498911.15
Jakkur,residential,good,3387.9,4.97,12.03,7.39,4.24,1,1,0,0,0,0,6188.67,20966602.49,17291928.8
ITPL,commercial,excellent,10551.2,5.77,16.36,0.57,1.9,2,2,0,0,0,1,10063.36,106180871.91,141536360.81
Lavelle Road,residential,excellent,9699.9,5.5,4.53,0.48,2.49,0,3,1,0,0,0,21464.74,208206734.03,240872462.56
Harlur,residential,good,1009.3,5.98,18.94,0.53,0.46,4,13,0,0,1,0,5489.54,5540573.52,6564624.43
Varthur,residential,average,13883.4,9.22,18.46,6.67,4.47,1,5,0,0,0,0,3622.2,50288390.35,62849678.74
Hoodi,residential,good,1730.8,5.93,16.6,4.34,1.74,4,3,0,0,0,0,4219.8,7303476.12,6501696.52
Lavelle Road,residential,excellent,4799.6,4.08,5.2,2.73,1.09,2,14,0,0,1,0,24329.67,116773258.03,128295020.25
Lavelle Road,residential,excellent,3062.1,5.68,4.89,2.09,1.05,2,11,0,0,1,0,24409.17,74742233.47,78405810.15
Thanisandra,residential,good,11243.0,3.03,14.75,4.04,0.47,2,14,0,1,1,0,5205.37,58523708.38,53934483.8
Basaveshwara Nagar,residential,good,4745.2,6.7,12.73,5.23,4.7,1,20,0,0,0,0,5494.28,26071234.86,27187787.77
HBR Layout,residential,good,18779.5,7.25,11.96,5.07,0.97,4,5,0,0,1,0,6669.3,125246033.79,101983123.2
Hoodi,residential,good,1461.3,3.28,15.31,1.73,1.7,4,17,0,0,0,0,5056.02,7388458.73,9529296.0
Indiranagar,residential,excellent,1254.7,8.84,7.4,2.17,4.6,0,5,0,0,0,0,14402.06,18070027.05,22651145.46
Thanisandra,residential,good,4546.6,6.27,11.09,2.46,5.0,2,21,0,0,0,0,5039.96,22914481.96,25068555.42
Bommanahalli,residential,good,3516.1,9.26,16.03,6.82,4.02,1,3,0,0,0,0,5273.36,18541646.7,15942039.12
Koramangala,commercial,excellent,2442.2,8.77,6.58,3.39,3.6,1,20,0,0,0,1,17659.23,43126529.73,49279692.6
Doddaballapur,agricultural,poor,15802.0,4.25,36.58,1.91,3.16,1,18,0,0,0,0,780.04,12326223.13,14702763.11
Mahalakshmi Layout,residential,good,1215.4,6.09,8.08,3.32,0.36,1,8,0,0,1,0,9352.43,11367051.97,11437624.21
Sadashivanagar,residential,excellent,3841.2,7.6,4.15,4.34,4.03,0,15,0,0,0,0,19625.16,75383627.68,63643510.62
Peenya,industrial,average,11162.2,1.46,11.43,6.96,3.17,0,10,0,0,0,1,3645.09,40687035.83,43418767.27
Hoskote,agricultural,poor,2883.0,5.06,30.27,5.04,1.94,1,23,0,0,0,0,1249.16,3601356.73,4854699.74
Bommanahalli,residential,good,16470.3,6.87,13.16,5.21,1.97,0,10,0,0,0,0,5381.89,88641396.4,73147794.89
Vijayanagar,residential,good,12218.6,8.2,9.22,5.45,4.71,2,3,0,0,0,0,6318.25,77200264.54,80056202.49
RR Nagar,residential,good,3970.7,7.73,13.91,5.62,1.84,2,7,0,0,0,0,5370.14,21323331.5,16440519.43
Harlur,residential,good,2712.1,8.35,17.0,1.79,2.62,2,19,1,0,0,0,4071.41,11042062.42,11182269.03
JP Nagar,residential,excellent,17850.4,10.45,11.03,6.08,4.75,1,22,0,0,0,0,9973.63,178033246.49,183632350.93
Bommanahalli,residential,good,3346.1,5.95,13.36,5.56,4.42,1,1,0,0,0,0,5294.72,17716590.79,18876507.99
Vijayanagar,residential,good,11961.2,7.28,8.81,2.67,1.43,2,16,0,0,1,0,7518.48,89930329.99,120330105.26
KR Puram,residential,good,2722.1,1.91,13.97,3.5,1.88,1,15,0,0,0,0,5641.9,15357871.42,18978232.76
Harlur,residential,good,3358.4,11.15,17.18,3.21,0.49,1,8,1,0,1,0,5844.58,19628261.95,25672585.52
Hoskote,agricultural,poor,983.1,4.85,30.01,7.81,4.34,2,21,0,0,0,0,1285.76,1264049.85,1065315.95
Mahalakshmi Layout,residential,good,1902.7,4.75,8.5,4.52,3.58,3,22,0,0,0,0,6110.59,11626726.02,12273872.03
Begur,residential,average,2246.0,7.39,17.56,6.73,0.59,1,15,0,0,1,0,4342.81,9753772.38,11891983.1
Koramangala,commercial,excellent,2698.0,8.8,7.72,6.36,4.13,1,14,0,0,0,1,20897.32,56381931.89,62382885.63
Frazer Town,residential,excellent,976.5,6.07,3.45,6.97,2.65,0,19,0,0,0,0,11088.89,10828558.73,10140185.06
Indiranagar,residential,excellent,4431.6,7.93,3.51,4.36,3.9,0,16,0,0,0,0,13084.67,57985868.2,52610959.8
BTM Layout,residential,excellent,4079.0,9.94,5.48,6.45,3.52,0,1,0,0,0,0,8582.48,35008052.64,44564938.35
Vasanth Nagar,residential,excellent,4630.7,7.15,4.74,4.35,4.46,2,11,0,0,0,0,13916.33,64443018.92,66998189.23
Electronic City,industrial,good,2521.3,6.93,21.99,3.08,2.27,0,14,0,0,0,1,4513.56,11380239.86,11109797.31
JP Nagar,residential,excellent,1288.9,9.59,5.59,0.23,3.09,4,15,0,1,0,0,7586.65,9778747.8,7954358.58
Kogilu,residential,good,870.9,6.78,15.32,5.05,1.01,1,2,0,0,1,0,4483.01,3904452.71,4060409.71
Sarjapur Road,residential,good,1099.3,7.41,15.02,5.12,4.08,5,23,0,0,0,1,5447.48,5988144.42,6730062.92
Vijayanagar,residential,good,1362.9,6.81,7.75,3.56,4.33,2,6,1,0,0,0,6173.74,8413898.54,9965486.07
Yeshwanthpur,commercial,good,2089.0,3.63,5.94,7.83,2.15,1,9,0,0,0,1,8354.6,17452571.21,22946935.59
Doddanekundi,commercial,good,19875.7,4.71,16.07,4.97,4.38,4,23,0,1,0,1,6198.8,123205227.48,131897676.46
ITPL,commercial,excellent,4563.3,5.6,18.87,7.06,1.03,1,23,0,0,1,1,10743.2,49024398.12,47320474.34
Kadugodi,residential,average,6332.2,6.37,20.43,6.92,0.51,5,24,0,0,1,0,3164.14,20036098.09,25920019.16
Bellandur,residential,good,1291.1,4.91,15.26,1.87,0.49,0,24,0,0,1,0,7907.39,10209388.07,9303583.23
Peenya,industrial,average,835.8,3.52,13.2,7.78,1.14,0,22,0,0,1,1,3636.89,3039691.61,3412771.37
MG Road,commercial,excellent,779.1,4.18,1.62,1.45,4.84,1,3,0,0,0,1,26288.48,20482604.97,21190137.73
Nagawara,residential,good,1080.7,3.55,11.04,1.82,4.26,2,21,0,1,0,0,6814.85,7364887.66,9121236.56
Richmond Town,residential,excellent,3161.3,6.72,4.71,4.27,3.88,1,23,0,0,0,0,14966.48,47313440.16,57072998.05
Nagawara,residential,good,952.8,7.8,6.14,1.84,4.11,0,13,0,0,0,0,7160.62,6822427.54,5340434.52
Hoskote,agricultural,poor,3143.4,2.57,31.85,3.5,1.25,0,6,1,0,1,0,1079.89,3394480.22,2633141.9
JP Nagar,residential,excellent,1714.2,9.27,13.47,3.88,4.54,3,3,0,0,0,0,8805.91,15094674.65,14963982.8
Doddaballapur,agricultural,poor,4228.1,1.48,37.81,3.63,1.46,2,11,0,0,1,0,896.01,3788397.63,3484354.11
Brigade Road,commercial,excellent,1007.0,6.54,3.09,6.46,2.15,1,8,0,0,0,1,22289.53,22444887.85,26988920.51
Kogilu,residential,good,4139.6,5.51,14.01,5.07,3.4,1,19,0,0,0,0,4476.89,18532453.34,15357852.87
HBR Layout,residential,good,1439.6,5.93,11.34,7.71,2.0,3,5,0,0,0,0,6089.63,8766399.39,9173963.6
Bellandur,residential,good,3783.6,5.99,14.77,3.76,3.78,2,15,0,0,0,0,5417.31,20497000.71,26317598.41
Lavelle Road,residential,excellent,2369.0,4.95,1.99,5.89,1.62,4,1,0,0,0,0,20428.32,48395413.15,43635310.28
Tumkur Road,industrial,average,4235.7,0.3,13.85,3.56,3.71,1,16,0,0,0,1,2892.75,12252874.23,10563440.6
RR Nagar,residential,good,12877.0,7.02,14.39,7.69,1.57,2,18,0,0,0,0,5461.87,70332260.87,82690861.75
Kadugodi,residential,average,2399.9,5.62,24.31,0.84,4.44,2,21,0,0,0,0,2762.28,6629193.93,8820251.34
Indiranagar,residential,excellent,15795.2,6.89,6.01,3.13,2.61,3,5,0,0,0,0,10936.41,172742681.21,185034375.84
Basavanagudi,residential,excellent,4675.1,7.06,4.17,7.87,1.45,1,4,0,0,1,0,13598.37,63573519.39,75976466.61
Jayanagar,residential,excellent,1558.8,10.47,9.47,1.83,1.01,2,24,0,0,1,0,11669.2,18189839.33,20634116.01
HBR Layout,residential,good,3022.2,5.93,11.59,0.78,0.91,1,19,0,0,1,0,7681.2,23214009.38,19824969.31
Yeshwanthpur,commercial,good,2943.1,2.92,7.58,6.25,4.68,1,20,0,0,0,1,7477.09,22005987.97,16644823.93
Tumkur Road,industrial,average,4186.2,1.29,12.51,0.76,1.83,2,3,0,0,0,1,2976.58,12460635.47,16143789.29
Bellandur,residential,good,1366.8,7.07,17.14,2.62,2.55,6,8,0,0,0,0,5081.4,6945169.22,5424058.38
Vasanth Nagar,residential,excellent,2028.2,6.26,6.99,0.87,2.7,5,12,0,0,0,0,12322.86,24993538.77,27316560.28
Whitefield,commercial,excellent,783.4,7.05,17.47,3.47,4.8,2,7,0,0,0,1,8032.4,6292911.94,7999970.16
Vijayanagar,residential,good,1310.5,6.03,8.12,4.19,3.18,0,10,0,1,0,0,7032.3,9215898.33,11147880.59
Lavelle Road,residential,excellent,4167.8,6.39,5.53,2.48,2.11,5,13,0,0,0,0,14897.03,62087933.0,82867404.57
Bannerghatta Road,residential,good,2481.0,7.2,13.27,0.91,1.91,0,17,0,0,0,0,6588.92,16346941.7,21921754.19
Tumkur Road,industrial,average,1610.8,0.3,14.39,5.6,2.44,2,12,0,0,0,1,2768.88,4460074.97,4303745.39
Varthur,residential,average,1320.6,7.63,18.72,6.3,0.93,2,2,0,0,1,0,3896.61,5145892.98,5852161.65
Marathahalli,commercial,excellent,2428.1,3.74,16.43,4.69,0.91,2,12,0,0,1,1,9209.42,22360997.96,25472642.3
HSR Layout,residential,excellent,2881.3,9.94,11.3,5.73,3.23,2,13,0,0,0,1,11686.22,33671067.86,37442283.74
Rajajinagar,residential,excellent,2827.3,5.34,3.82,5.71,1.36,2,12,0,0,1,0,10121.43,28616244.94,35852652.41
Hoodi,residential,good,7364.9,5.67,13.77,3.88,3.44,2,6,0,1,0,0,4247.53,31282708.17,40280868.56
Doddaballapur,agricultural,poor,3845.1,3.49,39.25,1.37,3.84,2,21,0,0,0,0,741.65,2851715.85,2285243.84
Hoodi,residential,good,4669.4,5.22,18.1,5.86,3.91,3,6,1,0,0,0,4545.07,21222927.33,20330748.92
Varthur,residential,average,1564.1,7.57,21.12,7.62,4.69,0,12,0,0,0,0,3643.4,5698556.38,4601763.22
Shivajinagar,commercial,excellent,3760.0,3.58,0.5,0.96,2.11,3,24,0,0,0,1,16991.31,63886534.9,49586300.44
MG Road,commercial,excellent,765.5,5.75,2.06,6.53,3.41,4,19,0,0,0,1,22197.21,16991283.63,15296890.58
Bommanahalli,residential,good,680.0,7.77,14.86,2.11,3.36,1,2,0,0,0,0,5215.12,3546382.14,2845789.59
Vijayanagar,residential,good,2348.5,6.73,10.27,5.4,0.37,0,7,0,0,1,0,7343.61,17246194.2,18644368.66
Jakkur,residential,good,3640.1,3.06,13.35,3.49,4.57,0,10,0,0,0,0,5435.32,19785155.8,20316481.12
Shivajinagar,commercial,excellent,17954.7,3.64,2.22,0.82,1.66,0,12,0,0,0,1,16749.26,300727951.86,256777913.85
Lavelle Road,residential,excellent,1223.4,8.24,0.5,3.83,2.82,2,19,0,0,0,0,20371.02,24922732.77,32321669.09
Vijayanagar,residential,good,630.3,6.9,10.39,2.03,3.17,4,4,1,0,0,0,5000.64,3152061.62,3867020.59
Yeshwanthpur,commercial,good,3890.9,2.97,8.38,4.42,2.36,2,22,0,0,0,1,7521.28,29264545.1,35024996.92
Malleshwaram,residential,excellent,1568.7,5.13,5.81,7.39,1.97,2,9,0,0,0,0,13073.85,20509223.61,21597415.58
Rajajinagar,residential,excellent,14556.6,6.33,7.93,5.13,1.5,2,15,0,1,0,0,8447.03,122960366.52,104630571.83
Kalyan Nagar,residential,good,2585.0,8.17,6.37,3.6,4.2,1,17,0,1,0,0,6076.8,15708662.66,12931423.58
Frazer Town,residential,excellent,943.3,4.79,6.26,4.84,1.76,0,5,0,0,0,0,13734.74,12956270.25,12246179.83
Nagarbhavi,residential,good,1703.5,8.25,9.98,5.59,1.03,0,4,0,0,1,0,7059.11,12025351.48,11516048.39
Thanisandra,residential,good,773.3,3.18,10.45,3.4,1.32,0,7,0,0,1,0,6474.41,5006398.36,3805173.35
Devanahalli,agricultural,average,1607.5,2.4,36.36,2.56,2.94,6,12,0,0,0,0,1251.71,2012079.18,1967229.1
Tumkur Road,industrial,average,3538.8,0.3,15.9,5.87,1.45,3,21,0,0,1,1,3374.65,11942228.58,11991162.3
Yeshwanthpur,commercial,good,4293.5,0.87,8.01,6.42,3.45,1,18,0,0,0,1,8492.82,36463591.75,46630273.51
Vijayanagar,residential,good,1243.0,6.4,8.99,2.17,1.79,2,17,0,0,0,0,7164.55,8905670.43,8073865.89
RR Nagar,residential,good,650.3,7.22,13.59,0.51,1.4,2,19,0,0,1,0,6363.41,4138319.79,4688904.03
Frazer Town,residential,excellent,3077.4,8.25,2.84,4.05,4.83,2,16,0,0,0,0,12993.1,39984607.18,30925777.04
Kanakapura Road,residential,good,4243.9,6.78,13.97,5.17,4.53,2,2,0,0,0,0,4269.91,18120939.09,21891943.45
MG Road,commercial,excellent,2616.2,4.2,4.01,1.69,2.58,2,14,0,0,0,1,25599.1,66972314.75,51098175.68
Sadashivanagar,residential,excellent,1272.1,6.28,4.41,5.86,4.02,2,17,0,0,0,0,15048.24,19142353.42,20546171.55
Lavelle Road,residential,excellent,3059.7,5.37,2.08,3.02,4.17,2,16,1,0,0,0,17724.94,54232330.67,43440742.71
Doddaballapur,agricultural,poor,3646.3,1.31,40.68,2.81,3.35,1,24,0,0,0,0,873.08,3183462.12,2839080.14
Peenya,industrial,average,2735.6,1.87,13.11,4.58,2.43,0,20,0,0,0,1,3718.4,10171863.17,12971944.95
JP Nagar,residential,excellent,2702.8,9.15,10.56,3.46,4.97,3,8,0,0,0,0,8457.28,22858606.8,29530448.4
Tumkur Road,industrial,average,4139.0,0.9,13.16,3.53,2.41,5,13,0,0,0,1,2714.4,11234961.64,14154824.34
Frazer Town,residential,excellent,3305.3,6.15,3.35,5.66,1.62,3,11,0,0,0,0,9938.63,32850030.32,25986766.32
Basaveshwara Nagar,residential,good,14884.7,5.26,10.57,7.62,1.32,0,9,0,1,1,0,6025.91,89693763.4,115025620.23
Hoodi,residential,good,775.1,3.23,14.65,0.77,3.89,1,24,1,1,0,0,4504.97,3491836.55,3936601.53
Sarjapur Road,residential,good,5377.9,7.99,17.24,1.65,1.87,0,15,0,0,0,1,6302.43,33893628.83,27517814.7
Carmelaram,residential,average,18933.1,8.74,19.22,4.54,0.92,0,8,0,0,1,0,4507.63,85343295.4,69501579.26
Bellary Road,commercial,excellent,16257.5,4.24,10.95,5.65,3.68,5,4,0,0,0,1,8609.95,139976479.59,145022912.64
Kadugodi,residential,average,1345.0,11.15,24.64,6.31,1.29,1,3,0,0,1,0,3146.91,4232720.3,5161915.58
Anekal,agricultural,poor,19186.4,6.0,32.92,5.51,1.63,0,21,0,0,0,0,941.89,18071532.7,19944369.25
Jayanagar,residential,excellent,4323.3,9.69,7.73,5.59,1.68,0,7,0,0,0,0,10946.96,47327233.9,62209070.03
Bommanahalli,residential,good,2667.5,8.07,14.81,0.24,0.62,1,2,0,0,1,0,5856.33,15621609.33,14793185.91
KR Puram,residential,good,1103.5,2.29,15.11,7.01,2.02,3,13,0,0,0,0,4978.88,5494125.1,4732036.04
Attibele,industrial,poor,631.3,6.22,30.28,5.87,1.89,0,1,0,0,0,1,1336.72,843915.33,1081368.67
Brookefield,residential,excellent,3783.5,4.41,13.9,6.28,2.52,0,5,0,0,0,0,8776.76,33207002.92,43303591.73
Bellandur,residential,good,1174.5,4.81,15.98,7.78,2.59,1,3,0,0,0,0,5903.99,6934047.67,8437825.44
Bellary Road,commercial,excellent,4268.1,1.09,8.61,4.24,2.55,1,16,0,0,0,1,9359.7,39948291.34,34642516.6
Sadashivanagar,residential,excellent,16446.5,8.27,4.88,2.32,2.25,1,24,0,0,0,0,18349.25,301780467.13,371485119.3
Banashankari,residential,excellent,12332.6,8.77,13.73,6.7,2.8,0,14,0,0,0,0,9330.54,115069631.52,88271274.23
Varthur,residential,average,3622.2,9.18,19.92,3.36,1.15,3,21,0,0,1,0,3718.15,13467990.57,17702210.0
Electronic City,industrial,good,5356.3,4.71,23.53,7.97,4.78,1,8,0,0,0,1,4090.79,21911665.07,17654155.56
Kalyan Nagar,residential,good,6334.2,4.99,8.65,2.67,2.22,2,22,0,0,0,0,6772.39,42897985.94,32624929.49
Hoskote,agricultural,poor,2907.0,5.06,31.27,1.11,2.11,1,13,0,0,0,0,1028.83,2990769.89,3744642.24
KR Puram,residential,good,2624.1,4.46,16.41,4.44,2.21,0,23,0,1,0,0,4667.57,12248062.15,10528199.2
Anekal,agricultural,poor,741.9,5.43,33.24,7.37,3.04,3,13,0,0,0,0,961.82,713592.02,626444.09
Whitefield,commercial,excellent,3208.5,5.85,16.45,4.02,0.93,1,8,0,0,1,1,9460.94,30355150.85,31254771.72
Hebbal,residential,excellent,13148.3,1.49,9.46,2.86,1.65,0,12,0,0,0,1,9978.5,131200406.42,108309402.34
Carmelaram,residential,average,12830.1,7.92,15.63,6.92,2.02,0,4,0,0,0,0,4416.07,56658793.74,65065346.89
Vijayanagar,residential,good,2962.5,7.52,8.94,5.86,2.55,0,11,1,0,0,0,6329.32,18750450.69,24940175.2
Sarjapur Road,residential,good,1555.1,10.03,18.32,7.94,4.71,0,24,0,0,0,1,6342.77,9863732.36,10774175.22
RR Nagar,residential,good,1203.0,6.58,12.06,0.59,1.04,2,24,0,1,1,0,5793.23,6969526.54,7574821.26
HBR Layout,residential,good,3429.0,6.83,8.63,0.36,2.53,3,7,0,0,0,0,6066.98,20803804.58,20442744.63
Mahadevapura,residential,good,2355.4,4.88,15.27,6.54,3.59,0,19,0,0,0,0,5323.98,12540134.83,12280587.36
Indiranagar,residential,excellent,18116.5,9.96,6.53,7.5,2.17,2,6,0,0,0,0,12708.93,230241098.27,193362606.79
Bellandur,residential,good,617.0,6.25,14.11,3.94,2.52,2,18,0,0,0,0,6432.64,3968759.8,4434040.8
Hebbal,residential,excellent,17515.5,4.38,10.37,3.3,4.99,0,8,0,0,0,1,10595.73,185589201.03,250320455.69
Lavelle Road,residential,excellent,929.7,7.08,2.29,1.87,0.82,1,16,0,0,1,0,22320.54,20751310.5,21093627.36
HBR Layout,residential,good,766.1,6.58,9.12,1.76,1.73,3,3,0,0,0,0,5468.41,4189411.89,4889104.65
Vijayanagar,residential,good,2381.5,5.67,8.56,6.44,1.5,2,5,0,0,1,0,7173.46,17083739.54,18758622.02
Marathahalli,commercial,excellent,15166.8,2.6,11.52,4.77,2.33,1,9,0,0,0,1,9581.71,145323438.97,141692054.12
Vasanth Nagar,residential,excellent,1690.8,6.93,4.47,1.94,3.91,0,1,0,1,0,0,17258.72,29181734.66,36196557.59
Richmond Town,residential,excellent,4581.4,6.09,3.56,1.48,0.57,0,18,0,0,1,0,18597.41,85202383.04,102882955.19
Nagarbhavi,residential,good,6539.7,8.88,9.94,3.71,4.95,1,21,0,0,0,0,5263.36,34420739.98,31960548.45
Basaveshwara Nagar,residential,good,807.7,6.61,6.97,3.04,1.07,0,7,0,0,1,0,8468.11,6839668.35,7278915.61
Hoodi,residential,good,16023.8,5.35,13.6,5.79,1.37,2,2,0,0,1,0,6083.88,97486778.4,89275086.59
Hoskote,agricultural,poor,700.6,4.49,31.49,6.99,1.87,1,22,0,0,0,0,1194.21,836652.82,692582.17
JP Nagar,residential,excellent,19420.0,9.38,9.34,1.36,4.17,0,17,0,0,0,0,10683.78,207478677.08,165032622.16
Bellandur,residential,good,2336.0,8.75,17.07,6.6,4.79,2,13,0,0,0,0,5895.84,13772455.46,11169206.62
Bannerghatta Road,residential,good,9444.1,6.67,14.25,3.54,0.47,4,4,0,0,1,0,5420.24,51189379.56,39022272.0
Bellandur,residential,good,11795.1,5.97,15.67,5.36,2.64,6,15,1,0,0,0,4070.56,48012758.93,41466538.27
Carmelaram,residential,average,1188.0,5.89,19.46,3.72,1.28,2,12,0,0,1,0,4108.59,4880838.99,3991039.17
Marathahalli,commercial,excellent,12564.0,1.68,17.34,6.21,2.27,0,17,0,0,0,1,8396.09,105488088.95,81051136.15
Electronic City,industrial,good,2103.3,5.47,20.31,1.68,2.59,0,24,0,1,0,1,4227.3,8891476.91,11379546.11
